bundle_id,member_lexemes_fixed_expressions,surface_forms_by_language,semantic_function,introduction_lesson_id,prerequisite_bundle_ids,mode,associated_world_id,associated_point_id,permitted_use_after_introduction,status
LEX-W-BIO-009,"[""predator"",""prey"",""describe"",""ecological"",""interaction"",""permanent"",""moral"",""categories""]","{""en-US"":[""predator"",""prey"",""describe"",""ecological"",""interaction"",""permanent"",""moral"",""categories""]}","Predator and prey describe an ecological interaction, not permanent moral categories.",L240,"[""LEX-W-BIO-008"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-PART-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BIO-010,"[""animal"",""life"",""cycles"",""include"",""development"",""reproduction"",""parent"",""offspring""]","{""en-US"":[""animal"",""life"",""cycles"",""include"",""development"",""reproduction"",""parent"",""offspring""]}",Animal life cycles include development and reproduction; parent and offspring are distinct individuals.,L242,"[""LEX-W-TIME-002"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BIO-004"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BIO-011,"[""offspring"",""resemble"",""parents"",""varying"",""them"",""another""]","{""en-US"":[""offspring"",""resemble"",""parents"",""varying"",""them"",""another""]}",Offspring can resemble parents while varying from them and from one another.,L243,"[""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-W-BIO-010"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-011,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BIO-012,"[""organisms"",""ecosystems"",""depend"",""affect"",""other"",""environmental"",""resources""]","{""en-US"":[""organisms"",""ecosystems"",""depend"",""affect"",""other"",""environmental"",""resources""]}",Organisms in ecosystems can depend on and affect other organisms and environmental resources.,L246,"[""LEX-W-BIO-008"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-BIO-006"",""LEX-P-PRON-001"",""LEX-P-PART-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-012,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BIO-013,"[""pollination"",""seed"",""dispersal"",""transfer"",""processes"",""involve"",""wind"",""animals""]","{""en-US"":[""pollination"",""seed"",""dispersal"",""transfer"",""processes"",""involve"",""wind"",""animals""]}","Pollination and seed dispersal are transfer processes that may involve wind, animals, or other mechanisms.",L126,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-BIO-003"",""LEX-P-DET-002"",""LEX-W-BIO-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-013,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BIO-014,"[""decomposers"",""contribute"",""breakdown"",""dead"",""organic"",""material""]","{""en-US"":[""decomposers"",""contribute"",""breakdown"",""dead"",""organic"",""material""]}",Decomposers contribute to breakdown of dead organic material.,L248,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-BIO-001"",""LEX-P-PRON-001"",""LEX-P-PART-001"",""LEX-W-BIO-012""]",RECEPTIVE_THEN_PRODUCTIVE,W-BIO-014,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-001,"[""human"",""body"",""has"",""major"",""external"",""parts"",""organized"",""part""]","{""en-US"":[""human"",""body"",""has"",""major"",""external"",""parts"",""organized"",""part""]}",A human body has major external parts organized by part–whole relations.,L120,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BIO-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-002,"[""sensory"",""systems"",""provide"",""information"",""vision"",""hearing"",""smell"",""taste""]","{""en-US"":[""sensory"",""systems"",""provide"",""information"",""vision"",""hearing"",""smell"",""taste""]}","Sensory systems provide information through vision, hearing, smell, taste, and touch.",L225,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-001"",""LEX-P-PRON-001"",""LEX-W-EPI-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-003,"[""emotions"",""internal"",""states"",""externally"",""observable"",""behavior"",""related"",""but""]","{""en-US"":[""emotions"",""internal"",""states"",""externally"",""observable"",""behavior"",""related"",""but""]}",Emotions/internal states and externally observable behavior are related but not identical.,L181,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-004,"[""symptoms"",""experienced"",""reported"",""states"",""motivate"",""health-related"",""action"",""without""]","{""en-US"":[""symptoms"",""experienced"",""reported"",""states"",""motivate"",""health-related"",""action"",""without""]}",Symptoms are experienced/reported states that can motivate health-related action without themselves uniquely determining a diagnosis.,L227,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-001"",""LEX-P-PRON-001"",""LEX-W-BODY-002"",""LEX-W-BODY-003""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-005,"[""body"",""systems"",""decomposed"",""interacting"",""subsystems"",""rather"",""taught"",""c""]","{""en-US"":[""body"",""systems"",""decomposed"",""interacting"",""subsystems"",""rather"",""taught"",""c""]}",Body systems are decomposed into interacting subsystems rather than taught as one C123 mega-lesson.,L250,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-001"",""LEX-P-PRON-001"",""LEX-W-BODY-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-006,"[""support"",""movement"",""breathing"",""body"",""functions"",""interacting"",""structures""]","{""en-US"":[""support"",""movement"",""breathing"",""body"",""functions"",""interacting"",""structures""]}",Support/movement and breathing are distinct body functions with interacting structures.,L251,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-005"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-007,"[""circulation"",""transports"",""materials"",""body""]","{""en-US"":[""circulation"",""transports"",""materials"",""body""]}",Circulation transports materials through the body.,L252,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-005"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-008,"[""digestion"",""transforms"",""moves"",""food"",""ordered"",""process""]","{""en-US"":[""digestion"",""transforms"",""moves"",""food"",""ordered"",""process""]}",Digestion transforms and moves food through an ordered process.,L253,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-005"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-009,"[""brain"",""nerves"",""participate"",""receiving"",""coordinating"",""information""]","{""en-US"":[""brain"",""nerves"",""participate"",""receiving"",""coordinating"",""information""]}",Brain/nerves participate in receiving and coordinating information.,L254,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-BODY-005"",""LEX-P-PRON-001"",""LEX-W-BODY-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-BODY-010,"[""germs"",""contribute"",""illness"",""prevention"",""reduces"",""risk"",""but"",""does""]","{""en-US"":[""germs"",""contribute"",""illness"",""prevention"",""reduces"",""risk"",""but"",""does""]}",Germs can contribute to illness; prevention reduces risk but does not imply certainty.,L255,"[""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-BODY-004"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-BODY-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CHR-001,"[""Ninereeds"",""Taro"",""Emma"",""Bob"",""Errol"",""name"",""same individual""]","{""en-US"":[""Ninereeds"",""Taro"",""Emma"",""Bob"",""Errol"",""name"",""same individual""]}","Persistent named agents. A name can continue to refer to the same individual across lessons; L000 establishes Ninereeds, Taro, Emma, Bob, Errol and their acquaintance with Ninereeds.",L000,[],RECEPTIVE_THEN_PRODUCTIVE,W-CHR-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CIV-001,"[""rules"",""laws"",""advice"",""permission"",""prohibition"",""rights"",""responsibilities"",""normative""]","{""en-US"":[""rules"",""laws"",""advice"",""permission"",""prohibition"",""rights"",""responsibilities"",""normative""]}","Rules, laws, advice, permission, prohibition, rights, and responsibilities are distinct normative relations.",L189,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-SOC-007"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-CIV-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CIV-002,"[""governments"",""leaders"",""perform"",""responsibilities"",""collective"",""functions"",""details"",""vary""]","{""en-US"":[""governments"",""leaders"",""perform"",""responsibilities"",""collective"",""functions"",""details"",""vary""]}",Governments/leaders perform responsibilities and collective functions; details vary by polity.,L196,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-CIV-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-CIV-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CIV-003,"[""groups"",""make"",""collective"",""choices"",""using"",""procedures"",""voting""]","{""en-US"":[""groups"",""make"",""collective"",""choices"",""using"",""procedures"",""voting""]}",Groups can make collective choices using procedures such as voting.,L197,"[""LEX-W-SOC-004"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-SOC-003"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-CIV-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COM-001,"[""sender"",""message"",""receiver""]","{""en-US"":[""sender"",""message"",""receiver""]}","Sender–message–receiver. Communication can involve a sender, transferable message, and receiver.",L029,"[""LEX-W-TEC-001"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COM-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COM-002,"[""communication"",""media"",""include"",""phone"",""email"",""radio"",""other"",""channels""]","{""en-US"":[""communication"",""media"",""include"",""phone"",""email"",""radio"",""other"",""channels""]}","Communication media include phone, email, radio, and other channels; channel and message are distinct.",L156,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COM-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-001,"[""computing"",""systems"",""receive"",""inputs"",""produce"",""outputs""]","{""en-US"":[""computing"",""systems"",""receive"",""inputs"",""produce"",""outputs""]}",Computing systems can receive inputs and produce outputs.,L159,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-002,"[""files"",""records"",""data"",""stored"",""storage"",""location"",""represented"",""information""]","{""en-US"":[""files"",""records"",""data"",""stored"",""storage"",""location"",""represented"",""information""]}","Files, records, and data can be stored; storage location and represented information are distinct.",L160,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-REP-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-003,"[""network"",""contains"",""connected"",""nodes"",""links"",""which"",""information"",""move""]","{""en-US"":[""network"",""contains"",""connected"",""nodes"",""links"",""which"",""information"",""move""]}",A network contains connected nodes and links over which information may move.,L161,"[""LEX-P-ID-001"",""LEX-W-GEO-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COM-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-004,"[""paths"",""addresses"",""routing"",""local"",""distant"",""connections"",""failures"",""network""]","{""en-US"":[""paths"",""addresses"",""routing"",""local"",""distant"",""connections"",""failures"",""network""]}","Paths, addresses, routing, local/distant connections, and failures are distinct network concepts.",L163,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-COMP-003"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-005,"[""internet"",""networked"",""system"",""rather"",""single"",""device"",""location""]","{""en-US"":[""internet"",""networked"",""system"",""rather"",""single"",""device"",""location""]}",The Internet is a networked system rather than a single device or single location.,L164,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-COMP-003"",""LEX-P-PRON-001"",""LEX-W-COMP-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-006,"[""looking"",""information"",""successfully"",""finding"",""it"",""events""]","{""en-US"":[""looking"",""information"",""successfully"",""finding"",""it"",""events""]}",Looking for information and successfully finding it are different events.,L202,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-EPI-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-007,"[""algorithm"",""ordered"",""procedure"",""include"",""conditional"",""branches""]","{""en-US"":[""algorithm"",""ordered"",""procedure"",""include"",""conditional"",""branches""]}",An algorithm is an ordered procedure that may include conditional branches.,L165,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-EVT-002"",""LEX-P-DET-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-007,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-008,"[""programs"",""contain"",""instructions"",""interpreted"",""executed"",""computing"",""systems""]","{""en-US"":[""programs"",""contain"",""instructions"",""interpreted"",""executed"",""computing"",""systems""]}",Programs contain instructions interpreted/executed by computing systems.,L166,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-001"",""LEX-W-COMP-007""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-008,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-009,"[""debugging"",""systematic"",""diagnosis"",""revision"",""after"",""observed"",""failure"",""error""]","{""en-US"":[""debugging"",""systematic"",""diagnosis"",""revision"",""after"",""observed"",""failure"",""error""]}",Debugging is systematic diagnosis/revision after observed failure or error.,L265,"[""LEX-W-EPI-002"",""LEX-W-ENG-002"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-008""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-009,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-COMP-010,"[""automation"",""allows"",""system"",""perform"",""assigned"",""operations"",""without"",""person""]","{""en-US"":[""automation"",""allows"",""system"",""perform"",""assigned"",""operations"",""without"",""person""]}",Automation allows a system to perform assigned operations without a person manually doing every step.,L169,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-COMP-007"",""LEX-W-COMP-008""]",RECEPTIVE_THEN_PRODUCTIVE,W-COMP-010,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CUL-001,"[""customs"",""traditions"",""vary"",""across"",""groups"",""universal"",""human"",""rules""]","{""en-US"":[""customs"",""traditions"",""vary"",""across"",""groups"",""universal"",""human"",""rules""]}",Customs and traditions vary across groups and are not universal human rules.,L176,"[""LEX-W-SOC-009"",""LEX-P-PRON-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-CUL-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CUL-002,"[""languages"",""writing"",""systems"",""conventional"",""symbolic"",""differ""]","{""en-US"":[""languages"",""writing"",""systems"",""conventional"",""symbolic"",""differ""]}",Languages and writing systems are conventional symbolic systems and can differ.,L177,"[""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-P-DET-002"",""LEX-W-REP-003""]",RECEPTIVE_THEN_PRODUCTIVE,W-CUL-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CUL-003,"[""beliefs"",""worldviews"",""attributed"",""people"",""traditions"",""differing"",""represented""]","{""en-US"":[""beliefs"",""worldviews"",""attributed"",""people"",""traditions"",""differing"",""represented""]}",Beliefs/worldviews are attributed to people or traditions; differing beliefs can be represented without curricular endorsement.,L214,"[""LEX-W-SOC-004"",""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-CAU-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-CUL-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-CUL-004,"[""celebrations"",""ceremonies"",""have"",""culturally"",""situated"",""purposes"",""forms""]","{""en-US"":[""celebrations"",""ceremonies"",""have"",""culturally"",""situated"",""purposes"",""forms""]}",Celebrations/ceremonies have culturally situated purposes and forms.,L178,"[""LEX-P-DET-002"",""LEX-P-ID-001"",""LEX-P-PRON-001"",""LEX-W-CUL-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-CUL-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-DATA-001,"[""tables"",""charts"",""representations"",""data"",""measured"",""entities"",""themselves""]","{""en-US"":[""tables"",""charts"",""representations"",""data"",""measured"",""entities"",""themselves""]}","Tables and charts are representations of data, not the measured entities themselves.",L167,"[""LEX-P-ID-001"",""LEX-W-REP-001"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001"",""LEX-P-REP-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-DATA-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-DATA-002,"[""trends"",""describe"",""changes"",""relationships"",""across"",""data"",""rather"",""individual""]","{""en-US"":[""trends"",""describe"",""changes"",""relationships"",""across"",""data"",""rather"",""individual""]}",Trends describe changes/relationships across data rather than individual observations.,L168,"[""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-W-MATH-002"",""LEX-P-PRON-001"",""LEX-P-REP-001"",""LEX-W-DATA-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-DATA-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EAR-001,"[""weather"",""state"",""atmospheric"",""conditions"",""described"",""measured""]","{""en-US"":[""weather"",""state"",""atmospheric"",""conditions"",""described"",""measured""]}",Weather is a state of atmospheric conditions that can be described and measured.,L076,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-MATH-009"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EAR-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EAR-002,"[""weather"",""patterns"",""seasons"",""concern"",""recurrence"",""time"",""guarantees"",""about""]","{""en-US"":[""weather"",""patterns"",""seasons"",""concern"",""recurrence"",""time"",""guarantees"",""about""]}","Weather patterns and seasons concern recurrence over time, not guarantees about individual days.",L113,"[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-EAR-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-EAR-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EAR-003,"[""water-cycle"",""processes"",""transformations"",""movements"",""form"",""cycle""]","{""en-US"":[""water-cycle"",""processes"",""transformations"",""movements"",""form"",""cycle""]}",Water-cycle processes are distinct transformations/movements that can form a cycle.,L115,"[""LEX-P-ID-001"",""LEX-W-MAT-003"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-MAT-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-EAR-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EAR-004,"[""natural"",""resources"",""have"",""sources"",""uses"",""waste"",""reuse"",""recycling""]","{""en-US"":[""natural"",""resources"",""have"",""sources"",""uses"",""waste"",""reuse"",""recycling""]}","Natural resources have sources and uses; waste, reuse, recycling, and conservation are distinct responses.",L117,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-W-MAT-001"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-EAR-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-EAR-005,"[""atmosphere"",""water"",""land"",""living"",""systems"",""interact""]","{""en-US"":[""atmosphere"",""water"",""land"",""living"",""systems"",""interact""]}","Atmosphere, water, land, and living systems interact.",L259,"[""LEX-P-ID-001"",""LEX-W-EAR-003"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-EAR-004"",""LEX-W-BIO-012""]",RECEPTIVE_THEN_PRODUCTIVE,W-EAR-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-001,"[""price"",""money"",""quantify"",""exchange"",""value"",""transaction""]","{""en-US"":[""price"",""money"",""quantify"",""exchange"",""value"",""transaction""]}",Price and money quantify exchange value in a transaction.,L085,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-OBJ-002"",""LEX-P-DET-002"",""LEX-W-MATH-001"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-001,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-002,"[""sufficiency"",""available"",""quantity"",""resources"",""meet"",""requirement""]","{""en-US"":[""sufficiency"",""available"",""quantity"",""resources"",""meet"",""requirement""]}",Sufficiency: available quantity/resources may or may not meet a requirement.,L087,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-W-PSY-001"",""LEX-P-DET-002"",""LEX-W-MATH-002"",""LEX-P-PRON-001""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-002,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-003,"[""goods"",""services"",""distinguish"",""produced"",""provided"",""things"",""activities""]","{""en-US"":[""goods"",""services"",""distinguish"",""produced"",""provided"",""things"",""activities""]}",Goods and services distinguish produced/provided things from activities.,L145,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-TEC-002""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-003,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-004,"[""jobs"",""connect"",""roles"",""workplaces"",""employers"",""organizations"",""activities""]","{""en-US"":[""jobs"",""connect"",""roles"",""workplaces"",""employers"",""organizations"",""activities""]}","Jobs connect roles, workplaces, employers/organizations, and activities.",L146,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-SOC-010""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-004,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-005,"[""production"",""occur"",""farms"",""factories"",""workshops"",""service"",""systems""]","{""en-US"":[""production"",""occur"",""farms"",""factories"",""workshops"",""service"",""systems""]}","Production can occur through farms, factories, workshops, and service systems.",L148,"[""LEX-P-ID-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-ECO-003"",""LEX-W-ECO-004""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-005,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
LEX-W-ECO-006,"[""supply"",""chains"",""connect"",""stages"",""production"",""movement"",""provision""]","{""en-US"":[""supply"",""chains"",""connect"",""stages"",""production"",""movement"",""provision""]}","Supply chains connect stages of production, movement, and provision.",L149,"[""LEX-P-ID-001"",""LEX-W-GEO-001"",""LEX-P-TNS-002"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-W-ECO-005""]",RECEPTIVE_THEN_PRODUCTIVE,W-ECO-006,,"[""presentation"",""practice"",""feedback"",""story"",""evaluation"",""transfer""]",ACTIVE
