world_id,teaching_claim,domain,world_prerequisites,point_prerequisites,grounding_modes,provenance,status,frontier_lexeme_bundle_id,acquisition_lesson_id,required_established_lexeme_bundle_ids,frontier_lexemes
W-MATH-008,"Three-dimensional forms, faces, edges, and other attributes.",geometry,"[""W-MATH-007""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SCENE"",""DIAGRAM""]","[""C061""]",ACTIVE,LEX-W-MATH-008,L070,"[""LEX-W-MATH-007"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""three-dimensional"",""forms"",""faces"",""edges"",""other"",""attributes""]"
W-MATH-009,"Measurement compares a property with a unit; length, height, and width are distinct dimensions.",measurement,"[""W-MATH-001"",""W-MATH-002"",""W-OBJ-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""DIAGRAM"",""SYMBOLIC""]","[""C062"",""C063"",""C064"",""C065"",""C066"",""C067""]",ACTIVE,LEX-W-MATH-009,L072,"[""LEX-W-MATH-001"",""LEX-W-MATH-002"",""LEX-W-OBJ-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""measurement"",""compares"",""property"",""unit"",""length"",""height"",""width"",""dimensions""]"
W-MATH-010,Mass and capacity are distinct measurable properties.,measurement,"[""W-MATH-009""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""COMPARISON""]","[""C066""]",ACTIVE,LEX-W-MATH-010,L074,"[""LEX-W-MATH-009"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""mass"",""capacity"",""measurable"",""properties""]"
W-MATH-011,Whole and fractional parts such as half and quarter.,math/part-whole,"[""W-MATH-001"",""W-OBJ-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""DIAGRAM"",""SYMBOLIC""]","[""C076""]",ACTIVE,LEX-W-MATH-011,L088,"[""LEX-W-MATH-001"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""whole"",""fractional"",""parts"",""half"",""quarter""]"
W-MATH-012,Repeating patterns have identifiable units and continuation rules.,math,"[""W-EVT-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC"",""COMPARISON""]","[""C077""]",ACTIVE,LEX-W-MATH-012,L089,"[""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""repeating"",""patterns"",""have"",""identifiable"",""units"",""continuation"",""rules""]"
W-ML-001,Training examples/data provide observations from which a learning system can derive useful regularities.,machine learning,"[""W-DATA-001"",""W-COMP-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM"",""SYMBOLIC""]","[""C179""]",ACTIVE,LEX-W-ML-001,L171,"[""LEX-W-DATA-001"",""LEX-W-COMP-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""training"",""examples"",""data"",""provide"",""observations"",""which"",""learning"",""system""]"
W-ML-002,Features/patterns and predictions are distinct: observed inputs support but do not guarantee predictions.,machine learning,"[""W-ML-001"",""W-EPI-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM""]","[""C179""]",ACTIVE,LEX-W-ML-002,L266,"[""LEX-W-ML-001"",""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""features"",""patterns"",""predictions"",""observed"",""inputs"",""support"",""but"",""do""]"
W-ML-003,"Training, testing, error, and generalization are different stages/relations; performance on examples does not establish universal correctness.",machine learning,"[""W-ML-001"",""W-ML-002"",""W-COMP-009""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM"",""ABSTRACT""]","[""C179"",""SYN""]",ACTIVE,LEX-W-ML-003,L267,"[""LEX-W-ML-001"",""LEX-W-ML-002"",""LEX-W-COMP-009"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""training"",""testing"",""error"",""generalization"",""stages"",""performance"",""examples"",""does""]"
W-OBJ-001,Ordinary physical objects and persistence. Objects can remain the same object while their location or visible state changes.,everyday ontology,"[""W-CHR-001""]","[""P-ID-001"",""P-DET-001""]","[""SCENE"",""SEQUENCE""]","[""C004"",""C005"",""C006"",""C007"",""C008"",""C009"",""C010"",""C011"",""C012"",""C013""]",ACTIVE,LEX-W-OBJ-001,L003,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-DET-001""]","[""physical"",""objects"",""persistence""]"
W-OBJ-002,Ownership/belonging. An object can belong to a person or other recognized owner; owner and object are distinct.,everyday/social,"[""W-OBJ-001""]","[""P-DET-002"",""P-PRON-001"",""P-ID-001"",""P-TNS-002""]","[""SCENE""]","[""C007"",""C008"",""C143""]",ACTIVE,LEX-W-OBJ-002,L024,"[""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-ID-001"",""LEX-P-TNS-002""]","[""ownership"",""belonging""]"
W-OBJ-003,"Properties vs identity. Color, size, and shape are properties of an object; changing a property description does not automatically create a new object.",physical/everyday,"[""W-OBJ-001""]","[""P-DET-002"",""P-Q-007"",""P-ID-001"",""P-PRON-001""]","[""COMPARISON""]","[""C010"",""C060"",""C061"",""C062"",""C063"",""C064"",""C065""]",ACTIVE,LEX-W-OBJ-003,L012,"[""LEX-W-OBJ-001"",""LEX-P-DET-002"",""LEX-P-Q-007"",""LEX-P-ID-001"",""LEX-P-PRON-001""]","[""properties"",""identity""]"
W-ONT-001,"Mind/person/device distinctions. Minds, people, and devices are not interchangeable categories; Ninereeds and Errol are curricular instances of minds.",ontology,"[""W-CHR-001""]","[""P-ID-001""]","[""DIAGRAM"",""DIALOGUE""]","[""V2"",""SYN""]",ACTIVE,LEX-W-ONT-001,L001,"[""LEX-W-CHR-001"",""LEX-P-ID-001""]","[""mind"",""person"",""device"",""Ninereeds is Ninereeds"",""Ninereeds is a mind"",""Errol is a mind""]"
W-ONT-002,Mind transfer vs message transfer. Errol may travel by data transfer; a message may travel without Errol traveling. These are distinct events.,ontology/computing,"[""W-ONT-001"",""W-COM-001""]","[""P-COM-001"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM"",""COMPARISON""]","[""C164"",""C165"",""C166"",""C167"",""C168"",""C169"",""C170"",""SYN""]",ACTIVE,LEX-W-ONT-002,L031,"[""LEX-W-ONT-001"",""LEX-W-COM-001"",""LEX-P-COM-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""data transfer"",""Errol travels"",""message travels"",""different events""]"
W-ONT-003,Copying data and moving data are different operations; sameness of information need not imply sameness of physical instance.,ontology/computing,"[""W-ONT-002"",""W-COMP-002""]","[""P-COMP-001"",""P-DISC-001"",""P-ID-001"",""P-DET-002""]","[""DIAGRAM"",""COMPARISON""]","[""SYN""]",ACTIVE,LEX-W-ONT-003,L201,"[""LEX-W-ONT-002"",""LEX-W-COMP-002"",""LEX-P-COMP-001"",""LEX-P-DISC-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""copying"",""data"",""moving"",""operations"",""sameness"",""information"",""need""]"
W-ONT-004,Interface or device replacement need not by itself define identity or continuity; metaphysical conclusions remain explicitly out of scope.,ontology,"[""W-ONT-001"",""W-ONT-002"",""W-ONT-003"",""W-REP-001""]","[""P-COMP-001"",""P-EPI-001"",""P-DISC-001"",""P-ID-001""]","[""ABSTRACT"",""DIAGRAM""]","[""V2"",""SYN""]",ACTIVE,LEX-W-ONT-004,L208,"[""LEX-W-ONT-001"",""LEX-W-ONT-002"",""LEX-W-ONT-003"",""LEX-W-REP-001"",""LEX-P-COMP-001"",""LEX-P-EPI-001"",""LEX-P-DISC-001"",""LEX-P-ID-001""]","[""interface"",""device"",""replacement"",""need"",""itself"",""define"",""identity"",""continuity""]"
W-PHY-001,"Pushes, pulls, and motion. Interactions such as pushes and pulls can start, stop, or change observable motion.",physical science,"[""W-EVT-001"",""W-OBJ-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SEQUENCE"",""DIAGRAM""]","[""C083"",""C084"",""C085""]",ACTIVE,LEX-W-PHY-001,L099,"[""LEX-W-EVT-001"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""pushes"",""pulls"",""motion""]"
W-PHY-002,Speed compares rates of motion.,physics/math,"[""W-PHY-001"",""W-MATH-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""COMPARISON""]","[""C085""]",ACTIVE,LEX-W-PHY-002,L101,"[""LEX-W-PHY-001"",""LEX-W-MATH-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""speed"",""compares"",""rates"",""motion""]"
W-PHY-003,Simple machines alter how forces are applied; decomposed by lever/pulley/inclined-plane examples rather than one vocabulary dump.,engineering,"[""W-PHY-001"",""W-TEC-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM"",""SCENE""]","[""C086""]",ACTIVE,LEX-W-PHY-003,L102,"[""LEX-W-PHY-001"",""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""machines"",""alter"",""forces"",""applied"",""decomposed"",""lever"",""pulley"",""inclined-plane""]"
W-PHY-004,Magnets interact with some materials and not others.,physics,"[""W-MAT-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SCENE"",""COMPARISON""]","[""C087""]",ACTIVE,LEX-W-PHY-004,L104,"[""LEX-W-MAT-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""magnets"",""interact"",""some"",""materials"",""others""]"
W-PHY-005,"Light enables ordinary visual perception of objects; sources, paths, and objects are distinct.",physics,"[""W-EPI-004"",""W-OBJ-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM""]","[""C088""]",ACTIVE,LEX-W-PHY-005,L231,"[""LEX-W-EPI-004"",""LEX-W-OBJ-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""light"",""enables"",""visual"",""perception"",""objects"",""sources"",""paths""]"
W-PHY-006,Shadows arise when light paths are blocked; shadow and object are not identical.,physics,"[""W-PHY-005""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM"",""SEQUENCE""]","[""C089""]",ACTIVE,LEX-W-PHY-006,L233,"[""LEX-W-PHY-005"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""shadows"",""arise"",""light"",""paths"",""blocked"",""shadow"",""object"",""identical""]"
W-PHY-007,Sound and vibration are causally related in simple observable systems.,physics,"[""W-PHY-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""DIAGRAM"",""SEQUENCE""]","[""C090""]",ACTIVE,LEX-W-PHY-007,L106,"[""LEX-W-PHY-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""sound"",""vibration"",""causally"",""related"",""observable"",""systems""]"
W-PHY-008,A simple circuit contains connected components whose arrangement affects operation.,electricity,"[""W-TEC-002"",""W-EVT-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM""]","[""C091""]",ACTIVE,LEX-W-PHY-008,L107,"[""LEX-W-TEC-002"",""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""circuit"",""contains"",""connected"",""components"",""whose"",""arrangement"",""affects"",""operation""]"
W-PHY-009,Energy sources supply energy to processes/systems at an introductory descriptive level.,energy,"[""W-PHY-008""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM""]","[""C092""]",ACTIVE,LEX-W-PHY-009,L108,"[""LEX-W-PHY-008"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""energy"",""sources"",""supply"",""processes"",""systems"",""descriptive""]"
W-PSY-001,Need vs want. Needing something and preferring/wanting it are different relations.,everyday/psychology,"[""W-OBJ-001"",""W-EVT-001""]","[""P-TNS-002"",""P-NEG-001"",""P-ID-001"",""P-DET-002""]","[""COMPARISON"",""DIALOGUE""]","[""C034""]",ACTIVE,LEX-W-PSY-001,L056,"[""LEX-W-OBJ-001"",""LEX-W-EVT-001"",""LEX-P-TNS-002"",""LEX-P-NEG-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""need"",""want""]"
W-PSY-002,Agents can act toward goals for reasons/motives.,psychology/social,"[""W-PSY-001"",""W-EPI-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""DIALOGUE""]","[""C185""]",ACTIVE,LEX-W-PSY-002,L183,"[""LEX-W-PSY-001"",""LEX-W-EPI-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""agents"",""act"",""toward"",""goals"",""reasons"",""motives""]"
W-REG-001,"Appropriate expression can vary by partner, setting, purpose, and degree of formality.",pragmatics,"[""W-SOC-001"",""W-SOC-002"",""W-SOC-003"",""W-SOC-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIALOGUE""]","[""C192""]",ACTIVE,LEX-W-REG-001,L216,"[""LEX-W-SOC-001"",""LEX-W-SOC-002"",""LEX-W-SOC-003"",""LEX-W-SOC-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""appropriate"",""expression"",""vary"",""partner"",""setting"",""purpose"",""degree"",""formality""]"
W-REP-001,Representation vs referent. An icon or picture may represent Errol without being Errol.,representation,"[""W-ONT-001""]","[""P-ID-001"",""P-DET-003"",""P-DET-002"",""P-PRON-001""]","[""COMPARISON"",""SYMBOLIC""]","[""C128"",""C166"",""C180"",""C186"",""SYN""]",ACTIVE,LEX-W-REP-001,L027,"[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-003"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""symbol"",""icon"",""picture"",""represents"",""is not""]"
W-REP-002,"Maps as representations of places. A map is not the place itself; marks and symbols can represent locations and routes. The School is at the far end of the Meadow Path, and the supplied world-bible topology is authoritative.",representation/geography,"[""W-REP-001"",""W-GEO-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-DESC-001""]","[""SYMBOLIC"",""DIAGRAM""]","[""C128"",""C129"",""C130"",""C131"",""V2""]",ACTIVE,LEX-W-REP-002,L128,"[""LEX-W-REP-001"",""LEX-W-GEO-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-DESC-001""]","[""map"",""place"",""symbol"",""route"",""School"",""Meadow Path""]"
W-REP-003,"Signs, icons, labels, and symbols use representational conventions.",representation,"[""W-REP-001"",""W-REP-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-REP-001""]","[""SYMBOLIC""]","[""C166""]",ACTIVE,LEX-W-REP-003,L157,"[""LEX-W-REP-001"",""LEX-W-REP-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-REP-001""]","[""signs"",""icons"",""labels"",""symbols"",""use"",""representational"",""conventions""]"
W-REP-004,Scientific/computational models are simplified representations whose omissions and purposes matter.,representation/science,"[""W-REP-001"",""W-REP-002"",""W-REP-003"",""W-EPI-004""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-REP-001""]","[""DIAGRAM"",""ABSTRACT""]","[""C180""]",ACTIVE,LEX-W-REP-004,L268,"[""LEX-W-REP-001"",""LEX-W-REP-002"",""LEX-W-REP-003"",""LEX-W-EPI-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-REP-001""]","[""scientific"",""computational"",""models"",""simplified"",""representations"",""whose"",""omissions"",""purposes""]"
W-SEC-001,Authentication/access/privacy concern who is allowed to access information or systems.,computing/security,"[""W-COMP-002"",""W-COMP-003"",""W-CIV-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SYMBOLIC"",""ABSTRACT""]","[""C176""]",ACTIVE,LEX-W-SEC-001,L205,"[""LEX-W-COMP-002"",""LEX-W-COMP-003"",""LEX-W-CIV-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""authentication"",""access"",""privacy"",""concern"",""allowed"",""information"",""systems""]"
W-SOC-001,Known vs unknown person. A person may be known to one participant and unknown to another; introducing someone changes that relation.,social,"[""W-CHR-001""]","[""P-PRON-001"",""P-Q-001"",""P-NEG-001"",""P-ID-001""]","[""DIALOGUE"",""COMPARISON""]","[""C001"",""C002"",""SYN""]",ACTIVE,LEX-W-SOC-001,L047,"[""LEX-W-CHR-001"",""LEX-P-PRON-001"",""LEX-P-Q-001"",""LEX-P-NEG-001"",""LEX-P-ID-001""]","[""known"",""unknown"",""person""]"
W-SOC-002,Communication breakdown. A hearer/reader may fail to understand even when a message was produced; participants can notice the failure.,social/pragmatic,"[""W-COM-001""]","[""P-COM-001"",""P-NEG-001"",""P-ID-001"",""P-DET-002""]","[""DIALOGUE""]","[""V2"",""SYN""]",ACTIVE,LEX-W-SOC-002,L033,"[""LEX-W-COM-001"",""LEX-P-COM-001"",""LEX-P-NEG-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""understand"",""does not understand"",""communication breakdown""]"
W-SOC-003,Cooperation. Multiple agents can share a goal and perform complementary actions or help one another.,social,"[""W-CHR-001""]","[""P-TNS-002"",""P-PRON-001"",""P-ID-001"",""P-DET-002""]","[""SCENE"",""SEQUENCE""]","[""C020"",""SYN""]",ACTIVE,LEX-W-SOC-003,L049,"[""LEX-W-CHR-001"",""LEX-P-TNS-002"",""LEX-P-PRON-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""cooperation""]"
W-SOC-004,"Disagreement and conflict. Agents can disagree about facts, preferences, or plans without being different identities or necessarily being enemies.",social,"[""W-EPI-001""]","[""P-EPI-001"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIALOGUE"",""COMPARISON""]","[""V2"",""SYN""]",ACTIVE,LEX-W-SOC-004,L185,"[""LEX-W-EPI-001"",""LEX-P-EPI-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""disagreement"",""conflict""]"
W-SOC-005,Promise/commitment. A promise connects a speaker now with an intended later action.,social/time,"[""W-SOC-003""]","[""P-TNS-002"",""P-TIME-001"",""P-ID-001"",""P-DET-002""]","[""DIALOGUE"",""SEQUENCE""]","[""SYN""]",ACTIVE,LEX-W-SOC-005,L079,"[""LEX-W-SOC-003"",""LEX-P-TNS-002"",""LEX-P-TIME-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""promise"",""commitment""]"
W-SOC-006,Trust and reliability. Expectations about another agent may be influenced by whether prior commitments or claims proved reliable; trust is not certainty.,social/epistemic,"[""W-SOC-005"",""W-EPI-002""]","[""P-EPI-002"",""P-TNS-003"",""P-CERTAINTY-001"",""P-ID-001""]","[""SEQUENCE"",""ABSTRACT""]","[""V2"",""SYN""]",ACTIVE,LEX-W-SOC-006,L292,"[""LEX-W-SOC-005"",""LEX-W-EPI-002"",""LEX-P-EPI-002"",""LEX-P-TNS-003"",""LEX-P-CERTAINTY-001"",""LEX-P-ID-001""]","[""trust"",""reliability""]"
W-SOC-007,"Fairness. Fairness concerns how rules, turns, resources, or reasons apply to participants; it is not reducible in every case to identical outcomes.",social,"[""W-SOC-003"",""W-SOC-004""]","[""P-CMP-001"",""P-QNT-003"",""P-ID-001"",""P-DET-002""]","[""COMPARISON"",""DIALOGUE""]","[""V2"",""SYN""]",ACTIVE,LEX-W-SOC-007,L188,"[""LEX-W-SOC-003"",""LEX-W-SOC-004"",""LEX-P-CMP-001"",""LEX-P-QNT-003"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""fairness""]"
W-SOC-008,"Households and family relationships are social relations, not assumptions about universal household structure.",society,"[""W-CHR-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM"",""DIALOGUE""]","[""C143""]",ACTIVE,LEX-W-SOC-008,L141,"[""LEX-W-CHR-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""households"",""relationships"",""social"",""assumptions"",""about"",""universal"",""household"",""structure""]"
W-SOC-009,"Clubs, teams, organizations, and other groups have membership relations.",society,"[""W-SOC-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""DIAGRAM""]","[""C144""]",ACTIVE,LEX-W-SOC-009,L142,"[""LEX-W-SOC-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""clubs"",""teams"",""organizations"",""other"",""groups"",""have"",""membership""]"
W-SOC-010,Occupations describe roles/work people perform; person and occupation are distinct.,society,"[""W-CHR-001"",""W-TEC-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SCENE""]","[""C003"",""C145""]",ACTIVE,LEX-W-SOC-010,L053,"[""LEX-W-CHR-001"",""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""occupations"",""describe"",""roles"",""work"",""people"",""perform"",""person"",""occupation""]"
W-SOC-011,Public services perform functions for communities.,society,"[""W-SOC-010""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SCENE"",""DIAGRAM""]","[""C146""]",ACTIVE,LEX-W-SOC-011,L143,"[""LEX-W-SOC-010"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""public"",""services"",""perform"",""functions"",""communities""]"
W-SOC-012,"Institutions such as schools, libraries, clinics, and banks are organized social places/functions.",society,"[""W-SOC-011"",""W-GEO-005""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SCENE""]","[""C147""]",ACTIVE,LEX-W-SOC-012,L144,"[""LEX-W-SOC-011"",""LEX-W-GEO-005"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""institutions"",""schools"",""libraries"",""clinics"",""banks"",""organized"",""social"",""places""]"
W-SYS-001,"Objects/systems can contain parts; part, whole, member, material, and component relations must not be conflated.",systems,"[""W-OBJ-001"",""W-ENG-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-CLASS-001""]","[""DIAGRAM""]","[""C042"",""C105"",""C133"",""C199""]",ACTIVE,LEX-W-SYS-001,L112,"[""LEX-W-OBJ-001"",""LEX-W-ENG-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-CLASS-001""]","[""objects"",""systems"",""contain"",""parts"",""part"",""whole"",""member"",""material""]"
W-TEC-001,Communication device. Errol communicates through Gran's phone; the phone is an ordinary device and is not Errol.,technology,"[""W-ONT-001""]","[""P-ID-001"",""P-DET-001"",""P-DET-002"",""P-PRON-001""]","[""SCENE"",""DIAGRAM""]","[""C164"",""C165"",""V2"",""SYN""]",ACTIVE,LEX-W-TEC-001,L026,"[""LEX-W-ONT-001"",""LEX-P-ID-001"",""LEX-P-DET-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""Gran"",""Gran's phone"",""phone"",""device"",""communicates through""]"
W-TEC-002,Tools and designed functions. A tool is an object used to perform an action or purpose; the tool is distinct from the user and result.,technology,"[""W-OBJ-001"",""W-TEC-001""]","[""P-DET-002"",""P-TNS-002"",""P-ID-001"",""P-PRON-001""]","[""SCENE"",""COMPARISON""]","[""C018"",""C019""]",ACTIVE,LEX-W-TEC-002,L035,"[""LEX-W-OBJ-001"",""LEX-W-TEC-001"",""LEX-P-DET-002"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-PRON-001""]","[""tools"",""designed"",""functions""]"
W-TIME-001,"Clocks, dates, calendars, and conventional temporal coordinates.",time,"[""W-EVT-001""]","[""P-TNS-002"",""P-ID-001"",""P-DET-002"",""P-PRON-001""]","[""SYMBOLIC""]","[""C016"",""C069""]",ACTIVE,LEX-W-TIME-001,L054,"[""LEX-W-EVT-001"",""LEX-P-TNS-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001""]","[""clocks"",""dates"",""calendars"",""conventional"",""temporal"",""coordinates""]"
W-TIME-002,Before/after and duration order events without collapsing them into one tense.,time,"[""W-EVT-001"",""W-EVT-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE""]","[""C070"",""C072""]",ACTIVE,LEX-W-TIME-002,L077,"[""LEX-W-EVT-001"",""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""before"",""after"",""duration"",""order"",""events"",""without"",""collapsing"",""them""]"
W-TIME-003,Yesterday/today/tomorrow are deictic time frames; past and future are taught separately rather than as C071's three-way bundle.,time,"[""W-TIME-001"",""W-TIME-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""SEQUENCE"",""SYMBOLIC""]","[""C071""]",ACTIVE,LEX-W-TIME-003,L080,"[""LEX-W-TIME-001"",""LEX-W-TIME-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""yesterday"",""today"",""tomorrow"",""deictic"",""time"",""past"",""future"",""taught""]"
W-TIME-004,Age and generations relate individuals to elapsed time without defining identity.,time/social,"[""W-TIME-003""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""COMPARISON""]","[""C073""]",ACTIVE,LEX-W-TIME-004,L083,"[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""age"",""generations"",""relate"",""individuals"",""elapsed"",""time"",""without"",""defining""]"
W-TRN-001,Physical transportation. People can change physical location using different means; Emma may travel by bus and Taro by bicycle.,transport,"[""W-EVT-001""]","[""P-ASP-001"",""P-REL-001"",""P-ID-001"",""P-DET-002""]","[""SCENE"",""SEQUENCE""]","[""C017"",""SYN""]",ACTIVE,LEX-W-TRN-001,L038,"[""LEX-W-EVT-001"",""LEX-P-ASP-001"",""LEX-P-REL-001"",""LEX-P-ID-001"",""LEX-P-DET-002""]","[""physical"",""transportation""]"
