lesson_id,topic,primary_frontier,world_objectives,foreground_point,staged_gates,frontier_lexemes,frontier_lexeme_bundle_ids,required_lexeme_bundle_ids,required_points,required_response_forms,introduced_response_forms,required_discourse_operations,introduced_discourse_operations,surface_language_contract,rehearsal_transfer_targets,prerequisite_lesson_ids,characters,locations,canonical_chronology_event,canonical_first_meeting_pairs,exercise_scope,grounding_modes,picture_book_status,evaluation_targets,source_provenance,estimated_minutes,learning_objectives,point_definition
L148,"Production can occur through farms, factories, workshops, and service systems",WORLD_FRONTIER,"[{""world_id"":""W-ECO-005"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""production"",""occur"",""farms"",""factories"",""workshops"",""service"",""systems""]","[""LEX-W-ECO-005""]","[""LEX-W-ECO-003"",""LEX-W-ECO-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ECO-005"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-SOC-012"",""W-ECO-003"",""W-ECO-004"",""P-WORK-001""]","[""L145"",""L146"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C155""]",30,"[""Production can occur through farms, factories, workshops, and service systems.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L149,"Supply chains connect stages of production, movement, and provision",WORLD_FRONTIER,"[{""world_id"":""W-ECO-006"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""supply"",""chains"",""connect"",""stages"",""production"",""movement"",""provision""]","[""LEX-W-ECO-006""]","[""LEX-W-ECO-005"",""LEX-W-GEO-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ECO-006"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-003"",""W-ECO-004"",""P-WORK-001"",""W-ECO-005""]","[""L148"",""L039"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C156""]",30,"[""Supply chains connect stages of production, movement, and provision.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L150,"Buying/selling, saving/spending, scarcity, and trade are distinct exchange/resource relations",WORLD_FRONTIER,"[{""world_id"":""W-ECO-007"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""buying"",""selling"",""saving"",""spending"",""scarcity"",""trade"",""exchange"",""resource""]","[""LEX-W-ECO-007""]","[""LEX-W-ECO-001"",""LEX-W-ECO-002"",""LEX-W-ECO-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-ECO-007"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-004"",""P-WORK-001"",""W-ECO-005"",""W-ECO-006""]","[""L085"",""L087"",""L145"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C157"",""C158"",""C159"",""C160""]",30,"[""Buying/selling, saving/spending, scarcity, and trade are distinct exchange/resource relations.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L151,buy from/sell to/pay for/exchange X for Y,POINT_FRONTIER,"[{""world_id"":""W-ECO-007"",""status"":""EST""}]","{""point_ids"":[""P-EXCH-001""],""status"":""NEW""}",[],"[""buy from/sell to/pay for/exchange X for Y""]","[""LEX-P-EXCH-001""]","[""LEX-W-ECO-007"",""LEX-P-COM-001""]","[""P-COM-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-EXCH-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-WORK-001"",""W-ECO-005"",""W-ECO-006"",""W-ECO-007""]","[""L150"",""L030""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C157"",""C160""]",30,"[""`buy from/sell to/pay for/exchange X for Y`.""]",`buy from/sell to/pay for/exchange X for Y`.
L152,Everyday practices and technologies can differ between past and present,WORLD_FRONTIER,"[{""world_id"":""W-HIS-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""everyday"",""practices"",""technologies"",""differ"",""between"",""past"",""present""]","[""LEX-W-HIS-001""]","[""LEX-W-TIME-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-HIS-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-005"",""W-ECO-006"",""W-ECO-007"",""P-EXCH-001""]","[""L080"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C161"",""C162""]",30,"[""Everyday practices and technologies can differ between past and present.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L153,past habitual used to,POINT_FRONTIER,"[{""world_id"":""W-HIS-001"",""status"":""EST""}]","{""point_ids"":[""P-HABPAST-001""],""status"":""NEW""}",[],"[""used to""]","[""LEX-P-HABPAST-001""]","[""LEX-W-HIS-001"",""LEX-P-TNS-003"",""LEX-P-TNS-002""]","[""P-TNS-003"",""P-TNS-002""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-HABPAST-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-006"",""W-ECO-007"",""P-EXCH-001"",""W-HIS-001""]","[""L152"",""L082"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C161""]",30,"[""past habitual `used to`.""]",past habitual `used to`.
L154,Change can accumulate across generations while some continuities remain,WORLD_FRONTIER,"[{""world_id"":""W-HIS-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""change"",""accumulate"",""across"",""generations"",""some"",""continuities"",""remain""]","[""LEX-W-HIS-002""]","[""LEX-W-HIS-001"",""LEX-W-TIME-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-HIS-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-007"",""P-EXCH-001"",""W-HIS-001"",""P-HABPAST-001""]","[""L152"",""L083"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SEQUENCE""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C163""]",30,"[""Change can accumulate across generations while some continuities remain.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L155,"continuity/change: still, no longer, present perfect has changed",POINT_FRONTIER,"[{""world_id"":""W-HIS-002"",""status"":""EST""}]","{""point_ids"":[""P-CHANGE-002""],""status"":""NEW""}",[],"[""still"",""no longer"",""has changed""]","[""LEX-P-CHANGE-002""]","[""LEX-W-HIS-002"",""LEX-P-TNS-003""]","[""P-TNS-003""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-CHANGE-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-EXCH-001"",""W-HIS-001"",""P-HABPAST-001"",""W-HIS-002""]","[""L154"",""L082""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C162"",""C163"",""C212""]",30,"[""continuity/change: `still`, `no longer`, present perfect `has changed`.""]","continuity/change: `still`, `no longer`, present perfect `has changed`."
L156,"Communication media include phone, email, radio, and other channels; channel and message are distinct",WORLD_FRONTIER,"[{""world_id"":""W-COM-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""communication"",""media"",""include"",""phone"",""email"",""radio"",""other"",""channels""]","[""LEX-W-COM-002""]","[""LEX-W-COM-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COM-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-HIS-001"",""P-HABPAST-001"",""W-HIS-002"",""P-CHANGE-002""]","[""L029"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""COMPARISON"",""DIAGRAM""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C164""]",30,"[""Communication media include phone, email, radio, and other channels; channel and message are distinct.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L157,"Signs, icons, labels, and symbols use representational conventions",WORLD_FRONTIER,"[{""world_id"":""W-REP-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""signs"",""icons"",""labels"",""symbols"",""use"",""representational"",""conventions""]","[""LEX-W-REP-003""]","[""LEX-W-REP-001"",""LEX-W-REP-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-REP-001""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-REP-001""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-REP-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-HABPAST-001"",""W-HIS-002"",""P-CHANGE-002"",""W-COM-002""]","[""L027"",""L128"",""L000"",""L004"",""L006"",""L028""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-DIRECT-TEACHING""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SYMBOLIC""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C166""]",30,"[""Signs, icons, labels, and symbols use representational conventions.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L158,"geography, Earth, and astronomy transfer",TRANSFER,"[{""world_id"":""W-ECO-005"",""status"":""XFER""},{""world_id"":""W-ECO-006"",""status"":""XFER""},{""world_id"":""W-ECO-007"",""status"":""XFER""},{""world_id"":""W-HIS-001"",""status"":""XFER""},{""world_id"":""W-HIS-002"",""status"":""XFER""},{""world_id"":""W-COM-002"",""status"":""XFER""}]","{""point_ids"":[""P-EXCH-001"",""P-HABPAST-001"",""P-CHANGE-002""],""status"":""XFER""}",[],[],[],"[""LEX-W-ECO-005"",""LEX-W-ECO-006"",""LEX-W-ECO-007"",""LEX-P-EXCH-001"",""LEX-W-HIS-001"",""LEX-P-HABPAST-001"",""LEX-W-HIS-002"",""LEX-P-CHANGE-002"",""LEX-W-COM-002"",""LEX-W-REP-003""]","[""P-EXCH-001"",""P-HABPAST-001"",""P-CHANGE-002""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""NONE"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-ECO-005"",""W-ECO-006"",""W-ECO-007"",""P-EXCH-001"",""W-HIS-001"",""P-HABPAST-001"",""W-HIS-002"",""P-CHANGE-002"",""W-COM-002"",""W-REP-003""]","[""L148"",""L149"",""L150"",""L151"",""L152"",""L153"",""L154"",""L155"",""L156"",""L157""]","[""CHAR-EMMA"",""CHAR-TARO"",""CHAR-ERROL""]","[""LOC-MEADOW-PATH"",""LOC-POND"",""LOC-OAK"",""LOC-SCHOOL""]",,[],Noncanonical transfer and retrieval task; no new persistent event.,"[""COMPARISON"",""DIALOGUE"",""DIAGRAM""]",DS,"[""Far transfer"",""Delayed retrieval"",""Multi-item composition"",""No frontier leakage""]","[""C155"",""C156"",""C157"",""C158"",""C159"",""C160"",""C161"",""C162"",""C163"",""C212"",""C164"",""C166""]",30,"[""Recombine already acquired WORLD and POINT material in a new context.""]",No new POINT; established operators are retrieved and composed.
L159,Computing systems can receive inputs and produce outputs,WORLD_FRONTIER,"[{""world_id"":""W-COMP-001"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""computing"",""systems"",""receive"",""inputs"",""produce"",""outputs""]","[""LEX-W-COMP-001""]","[""LEX-W-TEC-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-HIS-002"",""P-CHANGE-002"",""W-COM-002"",""W-REP-003""]","[""L035"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C168""]",30,"[""Computing systems can receive inputs and produce outputs.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L160,"Files, records, and data can be stored; storage location and represented information are distinct",WORLD_FRONTIER,"[{""world_id"":""W-COMP-002"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""files"",""records"",""data"",""stored"",""storage"",""location"",""represented"",""information""]","[""LEX-W-COMP-002""]","[""LEX-W-REP-001"",""LEX-W-COMP-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-002"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-CHANGE-002"",""W-COM-002"",""W-REP-003"",""W-COMP-001""]","[""L027"",""L159"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM"",""LOC-ROOT-CELLAR""]",INTRODUCE-LOC-ROOT-CELLAR,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""SYMBOLIC""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C169""]",30,"[""Files, records, and data can be stored; storage location and represented information are distinct.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L161,A network contains connected nodes and links over which information may move,WORLD_FRONTIER,"[{""world_id"":""W-COMP-003"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""network"",""contains"",""connected"",""nodes"",""links"",""which"",""information"",""move""]","[""LEX-W-COMP-003""]","[""LEX-W-COM-001"",""LEX-W-GEO-001"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-003"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COM-002"",""W-REP-003"",""W-COMP-001"",""W-COMP-002""]","[""L029"",""L039"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C170""]",30,"[""A network contains connected nodes and links over which information may move.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L162,"computation/system frames: takes X and produces Y, stored in/on, connected to/through",POINT_FRONTIER,"[{""world_id"":""W-COMP-003"",""status"":""EST""}]","{""point_ids"":[""P-COMP-001""],""status"":""NEW""}",[],"[""takes X and produces Y"",""stored in/on"",""connected to/through""]","[""LEX-P-COMP-001""]","[""LEX-W-COMP-003"",""LEX-P-COM-001"",""LEX-P-SPAT-001""]","[""P-COM-001"",""P-SPAT-001""]",[],[],[],[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-P-COMP-001"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-REP-003"",""W-COMP-001"",""W-COMP-002"",""W-COMP-003""]","[""L161"",""L030"",""L010""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SCENE"",""SYMBOLIC""]",PB-O,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""Cross-domain POINT probe""]","[""C168"",""C169"",""C170""]",30,"[""computation/system frames: `takes X and produces Y`, `stored in/on`, `connected to/through`.""]","computation/system frames: `takes X and produces Y`, `stored in/on`, `connected to/through`."
L163,"Paths, addresses, routing, local/distant connections, and failures are distinct network concepts",WORLD_FRONTIER,"[{""world_id"":""W-COMP-004"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""paths"",""addresses"",""routing"",""local"",""distant"",""connections"",""failures"",""network""]","[""LEX-W-COMP-004""]","[""LEX-W-COMP-003"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-004"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COMP-001"",""W-COMP-002"",""W-COMP-003"",""P-COMP-001""]","[""L161"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C170"",""SYN""]",30,"[""Paths, addresses, routing, local/distant connections, and failures are distinct network concepts.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L164,The Internet is a networked system rather than a single device or single location,WORLD_FRONTIER,"[{""world_id"":""W-COMP-005"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""internet"",""networked"",""system"",""rather"",""single"",""device"",""location""]","[""LEX-W-COMP-005""]","[""LEX-W-COMP-003"",""LEX-W-COMP-004"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-005"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COMP-002"",""W-COMP-003"",""P-COMP-001"",""W-COMP-004""]","[""L161"",""L163"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""DIAGRAM"",""ABSTRACT""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C170""]",30,"[""The Internet is a networked system rather than a single device or single location.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L165,An algorithm is an ordered procedure that may include conditional branches,WORLD_FRONTIER,"[{""world_id"":""W-COMP-007"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""algorithm"",""ordered"",""procedure"",""include"",""conditional"",""branches""]","[""LEX-W-COMP-007""]","[""LEX-W-EVT-002"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-007"",""presentation_practice_feedback_evaluation_closed"":true}","[""W-COMP-003"",""P-COMP-001"",""W-COMP-004"",""W-COMP-005""]","[""L020"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SYMBOLIC"",""DIAGRAM""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C172""]",30,"[""An algorithm is an ordered procedure that may include conditional branches.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
L166,Programs contain instructions interpreted/executed by computing systems,WORLD_FRONTIER,"[{""world_id"":""W-COMP-008"",""status"":""NEW""}]","{""point_ids"":[""P-ID-001""],""status"":""EST""}",[],"[""programs"",""contain"",""instructions"",""interpreted"",""executed"",""computing"",""systems""]","[""LEX-W-COMP-008""]","[""LEX-W-COMP-001"",""LEX-W-COMP-007"",""LEX-P-ID-001"",""LEX-P-DET-002"",""LEX-P-PRON-001"",""LEX-P-TNS-002""]","[""P-ID-001"",""P-DET-002"",""P-PRON-001"",""P-TNS-002""]","[""RF-AFFIRM-IDENTITY"",""RF-NEGATE-IDENTITY""]",[],"[""DO-IDENTIFY""]",[],"{""non_frontier_language_must_be_established"":true,""allowed_new_language"":""LEX-W-COMP-008"",""presentation_practice_feedback_evaluation_closed"":true}","[""P-COMP-001"",""W-COMP-004"",""W-COMP-005"",""W-COMP-007""]","[""L159"",""L165"",""L000"",""L004"",""L006"",""L016""]","[""CHAR-EMMA"",""CHAR-TARO""]","[""LOC-NONCANONICAL-DIAGRAM""]",,[],Canonical persistent-world event only when chronology_event is non-null; otherwise direct instruction or noncanonical controlled examples.,"[""SYMBOLIC""]",DS,"[""Wording-changed probe"",""Delayed retrieval probe"",""Composition with established material"",""World-concept probe without frontier wording""]","[""C173""]",30,"[""Programs contain instructions interpreted/executed by computing systems.""]","Identity/self-introduction with copular affirmative/negative: `I am`, `X is/isn't`."
